hit_id,x,y,z,volume_id,layer_id,module_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight,pt
22545,29.558,10.7186,17.5182,8,1,121,220677824850165760,29.5612,10.7096,17.5216,0.909185,0.338554,0.667994,2.037e-05,0.97017324
22546,28.6999,13.1729,6.80917,8,1,121,211672893338157056,28.6968,13.1819,6.81307,1.26491,0.56938,0.155874,2.81018e-05,1.3871521
22549,30.6415,7.6196,2.00938,8,1,121,117104310550003712,30.643,7.6155,2.01377,0.948186,0.226403,0.0556551,2.04407e-05,0.974841
22559,25.6396,18.4898,17.8701,8,1,122,824161480587870208,25.6386,18.4908,17.8669,0.79584,0.586522,0.49911,2.6365e-05,0.9886199
22560,29.9003,13.7196,6.95937,8,1,122,211672893338157056,29.898,13.7222,6.96106,1.26522,0.56861,0.155786,2.43549e-05,1.387119
22561,30.5986,12.9378,68.0369,8,1,122,130606450778046464,30.5985,12.938,68.0402,0.759265,0.331678,1.63126,2.44412e-05,0.8285491
22566,31.3151,12.1356,41.1212,8,1,122,225180737282768896,31.3166,12.1339,41.1279,1.31749,0.498664,1.95411,2.47171e-05,1.4087036
22573,23.19,21.2323,49.665,8,1,122,540435116380389376,23.1897,21.2326,49.6627,1.03675,0.961013,2.21642,3.06732e-05,1.4136465
22575,28.6451,15.1249,11.3646,8,1,122,211673030777110528,28.6473,15.1224,11.3618,1.52124,0.792045,0.42812,3.99138e-05,1.715082
22583,26.8555,17.1284,17.3207,8,1,122,558452813424754688,26.8562,17.1276,17.317,1.03162,0.645574,0.248404,3.17641e-05,1.2169658
22588,31.8344,11.5543,19.1997,8,1,122,220677824850165760,31.8319,11.557,19.1904,0.90881,0.340039,0.667681,1.7654e-05,0.97034127
22591,25.8488,18.2555,7.90614,8,1,122,873709666423537664,25.8472,18.2573,7.90609,1.37835,0.96172,0.307632,2.73516e-05,1.6807005
22592,27.6212,16.2712,6.07392,8,1,122,864698687597576192,27.6205,16.272,6.06796,2.62402,1.55784,0.72208,6.22852e-05,3.0516138
22599,29.7755,13.8594,35.1106,8,1,122,112595969278738432,29.7758,13.859,35.1062,0.955209,0.43275,1.12531,2.00065e-05,1.0486643
22604,23.272,21.1404,69.313,8,1,122,535932272667262976,23.2675,21.1455,69.3126,1.35639,1.2171,3.69967,4.22165e-05,1.8223957
22606,29.9625,13.65,8.97459,8,1,122,837672142031028224,29.9587,13.6542,8.97295,0.853266,0.400159,0.576385,1.81797e-05,0.94243836
22619,29.0367,14.6865,15.9005,8,1,122,4510334136090624,29.0366,14.6865,15.8984,1.93481,0.966122,1.06136,4.55977e-05,2.16261
22624,21.6074,23.004,25.0457,8,1,122,63054517951791104,21.6177,22.9925,25.0475,0.658171,0.686785,0.77159,4.95302e-05,0.9512427
22627,31.0772,12.402,58.4374,8,1,122,837672210750504960,31.0767,12.4025,58.4345,0.776723,0.297851,1.73074,1.86127e-05,0.8318737
22633,23.7583,20.596,20.0481,8,1,122,585472006007291904,23.759,20.5952,20.0486,1.55744,1.33623,0.890289,4.04429e-05,2.0521038
22638,24.1193,20.1918,39.5326,8,1,122,324260891157594112,24.12,20.191,39.5392,1.12039,0.926085,1.90806,3.73589e-05,1.4535843
22642,30.3117,13.259,23.0014,8,1,122,837672279469981696,30.3127,13.2579,23.0016,1.64003,0.726742,1.85325,3.08994e-05,1.7938373
22643,30.4057,13.1538,24.9981,8,1,122,337777806073135104,30.4067,13.1526,24.9971,1.21779,0.538324,0.642908,2.34655e-05,1.3314673
22645,28.358,15.4463,13.6575,8,1,122,112592258426994688,28.3581,15.4462,13.6609,0.896302,0.498457,0.437686,2.4966e-05,1.0255811
22648,27.9808,15.8686,36.2079,8,1,122,94578272234373120,27.9818,15.8675,36.2093,0.736235,0.406579,0.766079,1.92654e-05,0.84104013
22649,25.7817,18.3307,-0.252331,8,1,122,301747909542543360,25.7801,18.3324,-0.248023,1.82692,1.28683,0.661835,4.70445e-05,2.2346292
22651,21.5741,23.0413,39.9488,8,1,122,225180806002245632,21.5793,23.0355,39.9503,0.528263,0.579004,1.12673,1.9719e-05,0.78377765
22652,22.4401,22.0718,41.6857,8,1,122,220683459847258112,22.4416,22.0701,41.6903,0.651235,0.627006,1.3144,1.91256e-05,0.90401524
22653,25.6248,18.5063,1.89687,8,1,122,734104743764295680,25.6266,18.5043,1.89645,0.628465,0.465947,0.11329,1.68666e-05,0.78235215
22654,29.038,14.685,31.6569,8,1,122,824160518515195904,29.0398,14.6829,31.6592,1.24366,0.639464,1.2779,2.8318e-05,1.3984293
22663,28.1317,15.6997,49.6243,8,1,122,27023934226432000,28.1312,15.7002,49.6231,1.18832,0.67439,2.16894,3.23257e-05,1.3663478
22666,22.2567,22.2771,-0.303297,8,1,122,585468982350315520,22.2575,22.2762,-0.301728,0.61135,0.624694,-0.186234,1.61243e-05,0.874066
22672,25.8945,18.2043,51.3948,8,1,122,445858218535550976,25.8963,18.2023,51.3865,0.893935,0.6172,1.93535,2.24954e-05,1.0863036
22677,25.3095,18.8593,4.14067,8,1,122,301748046981496832,25.3081,18.8608,4.13804,1.03132,0.756386,0.557721,2.7995e-05,1.2789608
22685,24.9598,19.2508,18.233,8,1,122,4508478710218752,24.961,19.2495,18.2364,0.890245,0.697665,0.657841,2.72554e-05,1.1310493
22692,12.6458,28.8055,39.949,8,1,123,738591026083528704,12.6344,28.811,39.9517,0.374388,0.878023,1.5117,1.85701e-05,0.9545108
22693,24.9581,22.8724,53.4471,8,1,123,540435116380389376,24.9573,22.8728,53.4435,1.03567,0.962147,2.21638,2.62116e-05,1.4136262
22721,16.2741,27.057,63.2108,8,1,123,734099658523017216,16.2742,27.057,63.2104,0.380481,0.649686,1.56895,2.07678e-05,0.7528995
22732,20.6933,24.9275,67.3428,8,1,123,684550579334152192,20.6914,24.9284,67.3404,0.839639,0.996945,2.75133,5.38062e-05,1.3034159
22733,11.0693,29.5652,14.0791,8,1,123,324264395850907648,11.082,29.5591,14.0799,0.357923,0.927318,0.498362,2.07993e-05,0.9939957
22745,10.9137,29.6401,5.64272,8,1,123,837672073311551488,10.9122,29.6409,5.64585,0.564413,1.50447,0.85766,2.79516e-05,1.6068578
22746,15.279,27.5366,26.4034,8,1,123,117119291395932160,15.2773,27.5374,26.3989,0.766253,1.3579,1.29506,3.35629e-05,1.559178
22750,14.8866,27.7257,35.5177,8,1,123,27025927091257344,14.8855,27.7262,35.5168,0.449763,0.858752,1.14171,2.03331e-05,0.9694028
22754,23.8377,23.4123,44.5066,8,1,123,220683459847258112,23.8375,23.4124,44.5059,0.652504,0.625931,1.31423,1.65755e-05,0.90418535
22760,16.5915,26.9041,28.783,8,1,123,707069402104725504,16.5964,26.9017,28.7926,0.527764,0.836195,1.00082,1.91732e-05,0.98881596
22762,10.9342,29.6303,16.2171,8,1,123,139615505458659328,10.9423,29.6263,16.2204,0.351119,0.972458,0.254254,2.51401e-05,1.0339048
22767,22.5088,24.0527,41.9335,8,1,123,225180806002245632,22.5071,24.0535,41.9306,0.527931,0.579256,1.12667,1.65639e-05,0.78374016
22771,11.9251,29.1527,33.8352,8,1,123,117100256100876288,11.9362,29.1474,33.8363,0.564483,1.40088,1.61258,3.26082e-05,1.510333
22778,13.0512,28.6101,57.3441,8,1,123,427844163623452672,13.0472,28.612,57.3428,0.739658,1.59943,3.18807,3.24863e-05,1.7621777
22780,23.5182,23.5663,-0.684767,8,1,123,585468982350315520,23.518,23.5663,-0.687129,0.609981,0.625849,-0.186281,1.24387e-05,0.8739358
22781,10.0784,30.0427,25.1452,8,1,123,117119360115408896,10.0807,30.0415,25.1781,0.357168,1.09405,0.905515,2.37073e-05,1.1508756
22784,24.1768,23.2489,56.8322,8,1,123,27023865506955264,24.1779,23.2483,56.8394,1.00151,0.949822,2.40189,3.56031e-05,1.3802841
22790,17.1628,26.6288,43.8942,8,1,123,427844026184499200,17.1605,26.6299,43.9017,0.430085,0.683126,1.10717,1.50431e-05,0.80723864
22791,18.0706,26.1914,2.61133,8,1,123,274722600926576640,18.0706,26.1914,2.60193,0.457873,0.682131,0.0256451,2.24027e-05,0.82155365
22800,15.9528,27.2119,49.4644,8,1,123,427844094903975936,15.9535,27.2116,49.4685,0.471234,0.8224,1.47226,2.53861e-05,0.94784135
22801,22.5966,24.0103,26.1961,8,1,123,63054517951791104,22.5948,24.0112,26.1923,0.658595,0.6863,0.771533,2.97181e-05,0.9511862
22820,18.6775,25.8989,9.38382,8,1,123,743098748879503360,18.6775,25.8989,9.38253,0.453396,0.645335,0.270617,4.20492e-05,0.7886858
22822,12.9636,28.6523,26.7696,8,1,123,734106049434353664,12.9706,28.6489,26.7759,0.423887,0.912814,0.940163,2.25425e-05,1.0064341
22824,18.3944,26.0353,25.8033,8,1,123,90073229497991168,18.3926,26.0362,25.7981,0.570714,0.793463,0.381495,2.19759e-05,0.97739345
22825,14.5827,27.8721,30.0049,8,1,123,648524943411118080,14.5798,27.8735,30.0012,0.359052,0.70648,1.01098,1.99008e-05,0.79248494
22828,20.669,24.9392,54.9087,8,1,123,707069470824202240,20.6702,24.9386,54.9107,0.544826,0.643216,1.51122,1.92889e-05,0.8429485
22838,10.5288,29.8256,40.8555,8,1,123,657530355959463936,10.5466,29.817,40.859,0.349847,0.961799,1.43402,2.28872e-05,1.0234503
22842,-1.88612,31.5957,8.64786,8,1,124,229699042878160896,-1.88424,31.5956,8.64781,-0.0947461,1.43092,0.458979,3.38242e-05,1.4340533
22853,-0.8745,31.5387,25.2345,8,1,124,112593357938622464,-0.865861,31.5382,25.2323,-0.075723,3.0895,2.48007,5.04136e-05,3.0904279
22854,2.80798,31.3309,31.5507,8,1,124,211678871932633088,2.81052,31.3308,31.5467,0.156313,1.83018,1.65161,7.3907e-05,1.8368433
22861,-1.27453,31.5612,22.5184,8,1,124,540434704063528960,-1.26431,31.5607,22.5175,-0.0445213,1.30546,0.91435,2.65933e-05,1.3062189
22862,5.25989,31.1926,21.3811,8,1,124,914231892587315200,5.25787,31.1927,21.3822,0.236973,1.35256,1.4314,2.98669e-05,1.3731624
22873,-2.13573,31.6098,54.5192,8,1,124,427843957465022464,-2.15033,31.6106,54.5176,-0.0638558,1.08923,1.86064,2.63611e-05,1.0911001
22883,5.23557,31.194,48.2536,8,1,124,324261097316024320,5.24064,31.1937,48.2528,0.1458,0.812498,1.30398,1.89532e-05,0.825476
22885,7.96271,31.0402,39.0155,8,1,124,409837530414841856,7.96427,31.0401,39.0233,0.353058,1.3387,1.913,3.96876e-05,1.3844738
22890,-0.588186,31.5225,5.82237,8,1,124,27021803922653184,-0.597085,31.523,5.82496,-0.0853771,3.96069,0.927001,6.22852e-05,3.96161
22896,5.8065,31.1618,15.1923,8,1,124,117094002628493312,5.80498,31.1619,15.1938,0.339792,1.87533,0.899967,4.0473e-05,1.905865
22900,3.38758,31.2982,1.46477,8,1,124,693555717004591104,3.3874,31.2983,1.46553,0.144372,1.25677,-0.239447,2.77125e-05,1.2650353
22901,7.2623,31.0797,12.1181,8,1,124,873736741897371648,7.26067,31.0798,12.1194,0.206423,0.840268,0.27187,1.84073e-05,0.8652519
22902,7.29659,31.0777,62.8717,8,1,124,873707123802898432,7.29791,31.0777,62.8757,0.447193,1.85738,3.63619,4.81863e-05,1.9104561
22904,11.5745,30.8364,14.7658,8,1,124,324264395850907648,11.5755,30.8364,14.7663,0.358495,0.927056,0.498289,1.80261e-05,0.9939575
22905,-1.28708,31.5619,23.57,8,1,124,418836964368711680,-1.28445,31.5618,23.5667,-0.0442901,0.856814,0.527128,1.82848e-05,0.85795796
22906,-1.63652,31.5817,10.2512,8,1,124,54043745284259840,-1.65805,31.5829,10.2527,-0.0507129,0.781558,0.219871,1.96996e-05,0.7832016
22909,13.4508,30.7306,43.2549,8,1,124,738591026083528704,13.4515,30.7306,43.2558,0.373083,0.878591,1.51165,1.62845e-05,0.95452243
22910,10.2354,30.912,10.1003,8,1,124,837671935872598016,10.235,30.912,10.1018,0.576204,1.70943,1.18025,4.56539e-05,1.8039296
22915,3.71031,31.28,61.9444,8,1,124,112593083060715520,3.70807,31.2802,61.9467,0.160245,1.27724,2.5338,2.81302e-05,1.2872531
22918,0.578598,31.4567,31.0525,8,1,124,445859111888748544,0.581015,31.4566,31.051,0.028208,0.998335,1.1462,2.24077e-05,0.99873346
22919,-0.0926516,31.4946,24.0401,8,1,124,968286839146283008,-0.10479,31.4952,24.043,0.00641767,0.949946,0.879462,2.14192e-05,0.9499677
22922,-1.38692,31.5676,20.2466,8,1,124,27025720932827136,-1.37411,31.5669,20.2436,-0.0707994,1.40774,0.973295,8.13898e-05,1.4095192
22923,1.19627,31.4219,6.04186,8,1,124,517914781781327872,1.19158,31.4221,6.04076,0.0737156,1.69886,0.687148,3.6392e-05,1.7004586
22925,3.13159,31.3127,51.6292,8,1,124,968274400920993792,3.13165,31.3127,51.6305,0.24499,2.34815,4.26011,8.21425e-05,2.3608956
22927,11.3832,30.8472,16.5415,8,1,124,139615505458659328,11.3827,30.8473,16.5396,0.349538,0.973102,0.253793,2.11177e-05,1.033975
22937,3.88129,31.2704,31.2585,8,1,124,117107609084887040,3.88158,31.2704,31.2594,0.085247,0.775485,0.769242,1.96431e-05,0.7801564
22940,8.63588,31.0022,12.0219,8,1,124,306250478377762816,8.63231,31.0024,12.0254,0.216035,0.739288,0.0701964,1.94224e-05,0.77020633
22944,14.0132,30.6989,61.5047,8,1,124,427844163623452672,14.0132,30.6989,61.503,0.740105,1.59891,3.18817,2.8488e-05,1.7618935
22946,3.07966,31.3156,2.12188,8,1,124,4517137364287488,3.08007,31.3156,2.12083,0.119046,1.10868,0.0777937,4.09707e-05,1.115053
22950,2.72052,31.3359,46.8115,8,1,124,18017765763842048,2.72027,31.3359,46.8043,0.095942,0.9956,1.36851,0.0,1.0002121
22952,10.3622,30.9048,25.8987,8,1,124,117119360115408896,10.3624,30.9048,25.8926,0.356689,1.09433,0.905039,2.05464e-05,1.1509931
22953,9.53827,30.9513,41.4492,8,1,124,292735693766000640,9.53836,30.9513,41.4512,0.458352,1.52193,1.48014,4.05711e-05,1.5894519
22956,10.9337,30.8726,42.4327,8,1,124,657530355959463936,10.931,30.8727,42.4331,0.350631,0.961057,1.43427,1.95581e-05,1.0230213
22958,9.71204,30.9415,0.996202,8,1,124,445865708958515200,9.71049,30.9416,0.996547,0.43173,1.34088,0.262451,3.62945e-05,1.4086696
22966,6.53007,31.121,25.5418,8,1,124,117103760794189824,6.53058,31.121,25.5407,0.336009,1.64512,1.33719,3.35243e-05,1.6790837
22968,13.9241,30.7039,28.8894,8,1,124,734106049434353664,13.9265,30.7038,28.8929,0.425625,0.911968,0.940129,1.92636e-05,1.0064006
22982,11.3638,30.8483,6.3333,8,1,124,837672073311551488,11.3654,30.8482,6.33415,0.564649,1.50411,0.85804,2.47572e-05,1.6066036
22983,-0.737949,31.531,52.903,8,1,124,220688613808013312,-0.732297,31.5306,52.8998,-0.0104677,0.894427,1.61681,1.75477e-05,0.8944882
22987,0.609909,31.4549,17.3674,8,1,124,968275362993668096,0.606965,31.4551,17.3683,0.0242273,0.783454,0.559902,1.81124e-05,0.7838285
22988,12.5919,30.779,35.712,8,1,124,117100256100876288,12.593,30.779,35.7142,0.563716,1.40154,1.61222,2.78652e-05,1.5106589
22990,3.09931,31.3145,53.867,8,1,124,585470700337233920,3.09756,31.3146,53.8726,0.0652822,0.751056,1.1374,1.63326e-05,0.7538879
22992,-0.0916678,33.2736,25.6895,8,1,125,968286839146283008,-0.0917815,33.2735,25.6893,0.00696382,0.94978,0.879573,1.83037e-05,0.94980556
22995,-8.82314,30.2207,30.2445,8,1,125,211672687179726848,-8.82516,30.22,30.2386,-0.232867,0.833378,0.741026,2.16047e-05,0.8653011
22997,1.54192,33.8447,30.9487,8,1,125,540434910221959168,1.54415,33.8455,30.952,0.031056,0.898821,0.811747,2.22342e-05,0.8993574
23002,-12.6066,28.8979,22.1717,8,1,125,369295513041764352,-12.612,28.896,22.1648,-0.313341,0.695063,0.575669,1.92587e-05,0.76242715
23003,-2.20543,32.5345,56.094,8,1,125,427843957465022464,-2.2043,32.5349,56.0964,-0.0636061,1.08963,1.86037,2.21433e-05,1.0914849
23006,-10.5438,29.6191,63.5846,8,1,125,396319172390289408,-10.547,29.618,63.5905,-0.366793,1.0034,2.01808,2.37716e-05,1.0683392
23008,1.29467,33.7583,6.98473,8,1,125,517914781781327872,1.29389,33.758,6.98557,0.0747815,1.69906,0.686423,3.10986e-05,1.7007049
23009,-8.01265,30.5041,34.0532,8,1,125,445860898595143680,-8.01292,30.504,34.0528,-0.218369,0.79671,1.02392,2.0628e-05,0.8260943
23011,-11.049,29.4425,2.44786,8,1,125,445865502800084992,-11.053,29.4411,2.45242,-0.597959,1.61974,0.410908,3.44046e-05,1.7265899
23013,-0.750426,33.0432,55.6358,8,1,125,220688613808013312,-0.749316,33.0436,55.6343,-0.00960218,0.894927,1.61649,1.5388e-05,0.8949785
23019,-13.6921,28.5184,39.1338,8,1,125,130607412850720768,-13.7126,28.5112,39.1332,-0.521448,1.06101,1.36094,3.09285e-05,1.1822226
23027,-5.52569,31.3736,20.9121,8,1,125,801642589097820160,-5.52617,31.3735,20.9111,-0.174934,0.942798,0.593735,2.34984e-05,0.95888996
23030,-0.902793,32.99,26.3964,8,1,125,112593357938622464,-0.901272,32.9905,26.3981,-0.0747807,3.08951,2.48002,4.46521e-05,3.0904148
23038,-8.28116,30.4102,22.9914,8,1,125,292742290835767296,-8.28425,30.4091,22.9865,-0.313076,1.11113,0.428341,2.55022e-05,1.1543944
23042,-1.43535,32.8038,21.0985,8,1,125,27025720932827136,-1.43659,32.8033,21.0985,-0.0716194,1.40754,0.973406,4.34079e-05,1.4093609
23044,-7.6911,30.6165,16.8479,8,1,125,684549479822524416,-7.69447,30.6154,16.851,-0.222159,0.845001,0.495777,2.16695e-05,0.87371695
23049,-8.7446,30.2482,8.92598,8,1,125,887212218968440832,-8.74325,30.2487,8.92802,-0.218244,0.724411,0.261499,2.08732e-05,0.75657237
23050,-4.64343,31.6821,23.0524,8,1,125,337770796686508032,-4.64149,31.6828,23.0551,-0.113089,0.837991,0.370392,1.93452e-05,0.8455874
23054,-8.95467,30.1747,13.724,8,1,125,364794456035033088,-8.95395,30.175,13.7265,-0.37114,1.21598,1.01993,3.3056e-05,1.2713585
23064,-13.7393,28.5019,28.525,8,1,125,333268777607102464,-13.7278,28.5059,28.521,-0.337839,0.723193,0.730103,3.48104e-05,0.7982126
23068,-10.0097,29.8059,38.9077,8,1,125,369295581761241088,-10.0036,29.808,38.9088,-0.306809,0.882284,1.20283,4.87165e-05,0.9341075
23073,-8.73738,30.2507,41.0312,8,1,125,657527675899871232,-8.73708,30.2508,41.0373,-0.365195,1.23044,1.81456,3.33394e-05,1.2834914
23081,-11.285,29.36,6.89378,8,1,125,153122730927980544,-11.285,29.36,6.89185,-0.613703,1.56931,0.274844,3.9262e-05,1.6850415
23082,-0.630204,33.0853,6.19242,8,1,125,27021803922653184,-0.63094,33.085,6.19054,-0.0863025,3.96054,0.927361,5.32255e-05,3.9614804
23085,-1.30583,32.849,23.4241,8,1,125,540434704063528960,-1.30787,32.8483,23.4193,-0.044176,1.30529,0.914541,2.30476e-05,1.3060373
23087,-4.27519,31.8109,28.7222,8,1,125,315252111354888192,-4.27597,31.8106,28.7154,-0.112713,0.762638,0.640922,1.94263e-05,0.7709221
23088,-12.9529,28.7768,2.29063,8,1,125,4517274803240960,-12.9585,28.7749,2.29351,-0.571677,1.29321,0.106071,3.06766e-05,1.413933
23092,-6.35848,31.0825,42.9796,8,1,125,117111182497677312,-6.36171,31.0813,42.9759,-0.239058,1.37536,1.86152,3.30021e-05,1.3959813
23094,-12.4724,28.9448,49.7937,8,1,125,540434635344052224,-12.4828,28.9412,49.7978,-0.477373,1.12758,1.91928,2.3234e-05,1.224468
23095,-2.47968,32.4386,55.9566,8,1,125,409837599134318592,-2.47942,32.4387,55.9634,-0.0753574,0.847663,1.60154,4.49275e-05,0.85100603
23097,-1.9533,32.6227,8.97343,8,1,125,229699042878160896,-1.95247,32.623,8.97736,-0.0952335,1.43071,0.459378,2.84123e-05,1.433876
23098,-11.6626,29.228,59.1797,8,1,125,63055892341325824,-11.6608,29.2286,59.1785,-0.334516,0.80793,1.65896,1.85711e-05,0.8744437
23101,-6.00776,31.2051,17.9203,8,1,125,130607344131244032,-6.00685,31.2054,17.9169,-0.477546,2.52534,1.23105,5.37244e-05,2.570096
23104,-1.73457,32.6991,10.5679,8,1,125,54043745284259840,-1.73101,32.7004,10.5671,-0.0514157,0.781465,0.219813,1.65477e-05,0.7831546
23108,0.671425,33.5404,18.8569,8,1,125,968275362993668096,0.67312,33.541,18.859,0.0255062,0.783535,0.559664,1.54779e-05,0.7839501
23112,-12.3583,28.9847,-0.859375,8,1,125,4507791515451392,-12.3503,28.9875,-0.867116,-1.26885,2.95551,-0.0813249,4.47321e-05,3.2163675
23115,-2.2895,32.5051,61.3164,8,1,125,711574788438491136,-2.29032,32.5048,61.3213,-0.0525127,0.871361,1.71024,1.85214e-05,0.8729419
23120,-2.54691,32.4151,29.7809,8,1,125,968284846281457664,-2.54543,32.4156,29.7845,-0.108996,1.27072,1.37056,3.6837e-05,1.275386
23121,-1.35169,32.833,24.35,8,1,125,418836964368711680,-1.3507,32.8334,24.3491,-0.0446552,0.856878,0.526914,1.58469e-05,0.85804075
23122,-13.3617,28.6339,10.5594,8,1,125,941252390839910400,-13.3501,28.638,10.5582,-0.574688,1.2549,0.19063,3.00061e-05,1.380232
23124,0.640451,33.5295,33.4318,8,1,125,445859111888748544,0.640872,33.5297,33.4311,0.0297797,0.998759,1.14573,1.91484e-05,0.99920285
23128,-13.1172,30.4384,52.3468,8,1,126,540434635344052224,-13.1163,30.4392,52.3471,-0.476199,1.12818,1.91915,2.03744e-05,1.2245635
23133,-20.8883,23.4972,30.297,8,1,126,27022491117420544,-20.8917,23.4942,30.2923,-0.493987,0.567921,0.763358,4.65048e-05,0.7527001
23138,-18.9908,25.192,24.4527,8,1,126,117098263236050944,-18.9877,25.1948,24.4603,-0.565875,0.766391,0.73246,2.14859e-05,0.9526645
23139,-14.9461,28.8048,44.2547,8,1,126,657530287239987200,-14.9461,28.8048,44.2543,-0.419782,0.788079,1.31074,3.83011e-05,0.89290845
23141,-21.6989,22.7732,40.8823,8,1,126,657527607180394496,-21.6991,22.773,40.8761,-1.7437,1.84419,3.57893,5.30855e-05,2.5380163
23146,-14.1918,29.4785,40.3724,8,1,126,130607412850720768,-14.1894,29.4807,40.377,-0.521073,1.06067,1.36128,2.54301e-05,1.1817521
23147,-17.0539,26.9221,10.8105,8,1,126,954764289233649664,-17.052,26.9238,10.8115,-0.568306,0.877818,0.740413,2.01603e-05,1.0457228
23150,-22.712,21.8682,47.0604,8,1,126,540432711198703616,-22.7204,21.8607,47.0567,-0.633825,0.623288,1.31547,1.88455e-05,0.8889443
23151,-18.4312,25.6919,14.8358,8,1,126,810651918656339968,-18.429,25.6939,14.8416,-0.83845,1.1519,0.206845,4.07611e-05,1.4247358
23153,-13.0117,30.5326,-0.915627,8,1,126,4507791515451392,-13.0132,30.5312,-0.909536,-1.2696,2.95511,-0.081262,3.57857e-05,3.216296
23155,-13.8663,29.7693,10.7281,8,1,126,941252390839910400,-13.8674,29.7683,10.7299,-0.57404,1.25515,0.190574,2.56416e-05,1.3801895
23160,-16.6409,27.291,43.2384,8,1,126,657527469741441024,-16.6401,27.2917,43.2364,-0.873993,1.45121,2.4758,4.30548e-05,1.6940703
23163,-22.5565,22.0071,24.586,8,1,126,63057060572430336,-22.5648,21.9997,24.5888,-0.961141,0.922388,1.06282,3.45017e-05,1.3321381
23167,-20.0383,24.2564,9.77187,8,1,126,337775126013542400,-20.0377,24.257,9.77723,-0.800489,0.955106,0.0305178,3.24549e-05,1.2461983
23168,-14.1864,29.4833,29.5041,8,1,126,333268777607102464,-14.1847,29.4849,29.509,-0.33707,0.723666,0.729927,2.36711e-05,0.7983161
23171,-11.8357,31.5831,2.99796,8,1,126,445865502800084992,-11.841,31.5783,2.99451,-0.596047,1.62034,0.411058,2.98174e-05,1.7264917
23172,-12.4189,31.0621,62.9449,8,1,126,63055892341325824,-12.4207,31.0605,62.9411,-0.33553,0.807651,1.65884,1.60949e-05,0.8745745
23179,-16.1099,27.7653,17.3082,8,1,126,734087357736681472,-16.1108,27.7645,17.3063,-0.502691,0.847197,0.611714,2.40794e-05,0.9851096
23184,-13.2551,30.3152,23.3384,8,1,126,369295513041764352,-13.2535,30.3167,23.3417,-0.313954,0.694492,0.575931,1.61773e-05,0.76215893
23189,-19.0238,25.1626,29.5538,8,1,126,4507310479114240,-19.0219,25.1643,29.5593,-0.706514,0.917767,1.08864,2.38448e-05,1.1582134
23196,-13.5295,30.0701,2.40313,8,1,126,4517274803240960,-13.5303,30.0694,2.39966,-0.571044,1.29345,0.106106,2.62145e-05,1.4138968
23197,-23.2651,21.3743,7.45573,8,1,126,436849988488658944,-23.2721,21.368,7.45283,-0.644935,0.605551,0.148882,2.19051e-05,0.88466555
23201,-11.4239,31.9509,68.2402,8,1,126,396319172390289408,-11.4071,31.9659,68.3139,-0.368531,1.00288,2.01797,2.03139e-05,1.0684491
23204,-17.496,26.5272,28.7015,8,1,126,27025789652303872,-17.493,26.5299,28.707,-0.462213,0.684987,0.786015,1.89525e-05,0.8263462
23206,-19.7282,24.5334,58.4648,8,1,126,364800022312648704,-19.7283,24.5333,58.4608,-0.578778,0.704214,2.0265,1.78494e-05,0.9115379
23207,-14.7888,28.9453,34.2164,8,1,126,90077490105548800,-14.7878,28.9462,34.2174,-0.360223,0.680111,0.494265,1.94134e-05,0.7696178
23218,-18.6285,25.5156,16.4208,8,1,126,4532461807599616,-18.6314,25.5131,16.4223,-0.552644,0.771462,0.495015,2.32874e-05,0.94898313
23222,-16.3687,27.5342,24.7405,8,1,126,103584234538532864,-16.3688,27.5341,24.7403,-1.51333,2.52434,2.45291,8.9235e-05,2.9432056
23224,-17.9397,26.1309,53.861,8,1,126,684570026946068480,-17.9382,26.1322,53.8641,-0.542362,0.824346,1.54363,1.79472e-05,0.98676383
23226,-20.005,24.2862,28.5783,8,1,126,229698974158684160,-20.0041,24.2869,28.582,-0.838619,1.03027,1.27009,2.89865e-05,1.3284345
23228,-17.0433,26.9316,19.5997,8,1,126,860190346326310912,-17.0413,26.9334,19.603,-0.910208,1.45407,1.07082,0.0,1.7154586
23232,-12.0714,31.3725,7.24218,8,1,126,153122730927980544,-12.0725,31.3715,7.24419,-0.614427,1.56889,0.275181,3.29801e-05,1.6849144
23233,-16.6492,27.2836,39.9842,8,1,126,117121696577617920,-16.6511,27.2819,39.9833,-0.908078,1.46977,2.14816,4.3817e-05,1.7276659
23234,-14.7556,28.975,21.3335,8,1,126,211701137043095552,-14.7545,28.976,21.3332,-0.387801,0.787307,0.48742,1.99815e-05,0.8776343
23237,-16.5994,27.3281,18.8098,8,1,126,927744203297914880,-16.5989,27.3285,18.8084,-0.401889,0.678772,0.637276,1.82313e-05,0.7888258
23246,-22.2955,22.2403,44.6786,8,1,126,103594954776903680,-22.302,22.2344,44.6744,-1.13599,1.11906,2.36125,3.19414e-05,1.5946062
23248,-16.6534,27.2799,11.2314,8,1,126,27021735203176448,-16.6522,27.2809,11.237,-0.672538,1.12091,0.52357,2.6628e-05,1.3071904
23254,-18.0,26.077,44.6517,8,1,126,292742359555244032,-18.0016,26.0756,44.6538,-0.747402,1.09836,1.39951,3.15403e-05,1.3285347
23256,-20.9652,23.4285,48.0969,8,1,126,797137889958821888,-20.9672,23.4267,48.0992,-1.52078,1.71227,3.62474,4.48648e-05,2.290118
