hit_id,x,y,z,volume_id,layer_id,module_id,particle_id
21306,-31.806801,3.163450,-12.988800,8,1,112,18015360582156288
21307,-31.603901,6.759470,-4.430410,8,1,112,180146596434935808
21308,-31.385000,10.641000,-49.820599,8,1,112,950264812774883328
21309,-31.917500,1.200490,-36.299500,8,1,112,22519097648480256
21310,-31.523800,8.180210,-65.211899,8,1,112,220684215761502208
21311,-31.419701,10.025400,-17.667900,8,1,112,391822857027452928
21312,-31.841101,2.554520,-13.573000,8,1,112,4504355541614592
21313,-31.984800,0.008565,-44.917801,8,1,112,671037512709308416
21314,-31.688900,5.252850,-27.072800,8,1,112,495400494496219136
21315,-31.398399,10.404000,-21.254700,8,1,112,229687085689208832
21316,-31.679701,5.416590,-18.745701,8,1,112,864696832171704320
21317,-31.869301,2.055310,0.015621,8,1,112,166633873407475712
21318,-31.292400,12.281500,-54.712601,8,1,112,517915468976095232
21319,-31.665100,5.675660,-66.388603,8,1,112,252203915594956800
21320,-31.453899,9.418870,-2.215340,8,1,112,968280242076516352
21321,-32.018501,-0.590483,-60.600800,8,1,112,216178554549829632
21322,-31.689899,5.236340,-10.053100,8,1,112,364803458286485504
21323,-32.024200,-0.690324,-65.931503,8,1,112,166637240661835776
21324,-31.362801,11.033900,-16.100901,8,1,112,166643769012125696
21325,-31.377701,10.770800,-54.552299,8,1,112,639517675436900352
21327,-31.660900,5.749040,-27.848499,8,1,112,968275637871575040
21328,-31.553499,7.654440,-64.199402,8,1,112,734089213162553344
21329,-31.892500,1.644000,-12.244400,8,1,112,418837101807665152
21330,-31.475599,9.033920,-4.858760,8,1,112,211689248573620224
21331,-31.886200,1.755790,-33.834301,8,1,112,571959489138262016
21332,-31.290501,12.316100,-2.290630,8,1,112,734096359988133888
21333,-32.004501,-0.340880,-58.360001,8,1,112,896217013041496064
21334,-31.659000,5.783700,-56.614101,8,1,112,639521661166551040
21335,-31.649500,5.950880,-49.191898,8,1,112,851181635243081728
21336,-31.777000,3.690820,-38.862301,8,1,112,103590281852485632
21337,-31.595200,6.914250,-12.218600,8,1,112,671054555139538944
21338,-31.358999,11.102500,-50.527000,8,1,112,873714064470048768
21339,-31.361200,11.061800,-16.204201,8,1,112,252202816083329024
21340,-31.533001,8.017530,-37.143700,8,1,112,801644856840552448
21341,-31.639700,6.125690,-24.281099,8,1,112,22518616612143104
21342,-31.747400,4.216680,-40.001400,8,1,112,963773206475309056
21343,-31.639799,6.124410,-14.507200,8,1,112,238701363050053632
21344,-32.063599,-1.389210,-41.277000,8,1,112,684549617261477888
21345,-31.182800,14.224800,-7.273860,8,1,112,4508409990742016
21346,-31.321199,11.772100,-62.818199,8,1,112,270216389959090176
21347,-31.371401,10.882300,-14.255900,8,1,112,815153800296792064
21348,-31.454399,9.410320,-27.606899,8,1,112,306250272219332608
21349,-31.719400,4.712730,-17.273701,8,1,112,4519198948589568
21350,-31.351400,11.236500,-22.907600,8,1,112,247700109809156096
21351,-31.167400,14.498200,-29.275499,8,1,112,211701892957339648
21352,-31.781099,3.618440,-0.096874,8,1,112,671047270875004928
21353,-31.881701,1.834830,-9.204420,8,1,112,585469463386652672
21354,-31.680000,5.411000,-52.221500,8,1,112,968279967198609408
21355,-31.552200,7.676330,-13.477100,8,1,112,743103146926014464
21356,-32.055099,-1.239450,-6.340630,8,1,112,166655657481601024
21357,-32.041100,-0.989847,-16.045401,8,1,112,968297628104130560
21358,-31.903099,1.456260,-21.965300,8,1,112,22523976731328512
21359,-31.770399,3.808240,-49.610401,8,1,112,639522417080795136
21360,-31.723101,4.647850,-31.333799,8,1,112,680044918122479616
21361,-31.343700,11.372900,-20.362301,8,1,112,238691055128543232
21362,-31.504601,8.520030,-44.066399,8,1,112,810649925791514624
21363,-31.316401,11.857000,-0.321877,8,1,112,630505390940880896
21364,-31.350800,11.246600,-11.993600,8,1,112,22520197160108032
21365,-31.555201,7.624120,-35.240200,8,1,112,779123903766200320
21366,-31.810200,3.103640,-17.023399,8,1,112,941261049493979136
21367,-31.432501,9.799070,-21.935301,8,1,112,711570252953026560
21368,-31.487000,8.832240,-2.580760,8,1,112,396320478060347392
21369,-31.939400,0.811870,-66.170502,8,1,112,864725763071410176
21370,-31.539900,7.894530,-36.429199,8,1,112,9009329558519808
21371,-31.231600,13.360800,-55.534401,8,1,112,418845279425396736
21372,-31.579000,7.200900,-14.234000,8,1,112,184652326366085120
21373,-31.336100,11.508200,-5.754900,8,1,112,130607893887057920
21374,-31.536400,7.957430,-31.124300,8,1,112,797137408922484736
21375,-31.720501,4.692900,-11.824600,8,1,112,747609701490884608
21376,-31.304199,12.072700,-3.025140,8,1,112,743111805580083200
21377,-31.552099,7.677530,-10.418200,8,1,112,157628667017560064
21378,-31.787800,3.499640,-36.975700,8,1,112,954769511913881600
21379,-31.878500,1.891970,-44.771599,8,1,112,103591587522543616
21380,-31.903700,1.445240,-61.141899,8,1,112,535930898277728256
21381,-31.232000,13.352700,-40.248199,8,1,112,171137954071183360
21382,-32.060799,-1.339290,-61.685699,8,1,112,707073525273329664
21383,-31.217501,13.609800,-56.786499,8,1,112,225205545013870592
21384,-32.074902,-1.588900,-63.152302,8,1,112,761111223243636736
21385,-32.027000,-0.740244,-63.715599,8,1,112,103588701321306114
21386,-31.188299,14.127600,-50.906300,8,1,112,716075639303573505
21387,-31.676300,5.476230,-56.623798,8,1,112,4519405107019776
21388,-31.221701,13.534900,-29.096100,8,1,112,211689454732050432
21389,-31.780800,3.623770,-13.017000,8,1,112,963770732574146560
21390,-31.618900,6.493740,-34.223202,8,1,112,459370254368243712
21391,-32.007301,-0.390800,-26.577200,8,1,112,40537481887612928
21392,-31.576200,7.251620,-10.557500,8,1,112,27026408127594496
21393,-33.151501,-0.440904,30.881201,8,1,113,468375598197112832
21394,-30.292200,-8.618820,0.040626,8,1,113,117103142318899200
21395,-30.161600,-8.992300,35.198502,8,1,113,680051996228583424
21396,-32.676102,-1.800480,6.634980,8,1,113,418838132599816192
21397,-28.584400,-13.503300,19.750401,8,1,113,4525933457309696
21398,-28.683399,-13.220100,0.321877,8,1,113,4514800902078464
21399,-33.083401,-0.635428,51.324501,8,1,113,418842942963187712
21400,-31.855801,-4.146670,70.108597,8,1,113,558449514889871360
21401,-32.018600,-3.680890,60.522701,8,1,113,589973269172453376
21402,-29.640499,-10.482600,4.821880,8,1,113,211689179854143488
21403,-29.729799,-10.227400,16.495600,8,1,113,657525683035045888
21404,-28.847601,-12.750500,39.974300,8,1,113,135109294491172864
21405,-33.594700,0.826689,52.014500,8,1,113,405324584938635264
21406,-33.443901,0.395505,12.571000,8,1,113,220685933748420608
21407,-29.919100,-9.685990,62.872299,8,1,113,153125960743387136
21408,-32.273602,-2.951550,12.334300,8,1,113,337770865405984768
21409,-32.901600,-1.155550,20.322800,8,1,113,968279280003842048
21410,-33.077702,-0.651894,25.096500,8,1,113,27025308615966720
21411,-30.502100,-8.018370,32.947498,8,1,113,364806962979799040
21412,-29.145500,-11.898600,51.910099,8,1,113,662030657051951104
21413,-31.164301,-6.124410,67.605301,8,1,113,225199360260964352
21414,-29.215200,-11.699000,35.266499,8,1,113,900720887546773504
21415,-32.298199,-2.881390,38.998600,8,1,113,873701969842143232
21416,-33.755402,1.286330,27.579700,8,1,113,499899764796555264
21417,-31.540600,-5.048080,52.189201,8,1,113,662040346498170880
21418,-30.924900,-6.809090,11.781800,8,1,113,4549847835213824
21419,-31.545500,-5.034240,44.765301,8,1,113,180162333195108352
21420,-30.728901,-7.369600,6.682190,8,1,113,657525751754522624
21421,-30.506599,-8.005600,59.969101,8,1,113,153127197693968384
21422,-29.574499,-10.671400,22.652300,8,1,113,589974506123034624
21424,-29.561300,-10.709200,60.587200,8,1,113,364803664444915712
21425,-31.900499,-4.018760,60.494801,8,1,113,648523019265769472
21426,-33.006401,-0.855924,17.665400,8,1,113,364811979501600768
21427,-30.747601,-7.316100,41.108299,8,1,113,391818665139372032
21428,-29.955799,-9.581000,35.886799,8,1,113,684549342383570944
21429,-31.395500,-5.463040,0.884377,8,1,113,743098817598980096
21431,-31.389500,-5.480300,11.962300,8,1,113,4525108823588864
21432,-33.400501,0.271444,47.803600,8,1,113,873711109532549120
21433,-29.162001,-11.851400,30.152399,8,1,113,180151956554121216
21434,-29.046400,-12.181800,63.137699,8,1,113,657535303761788928
21435,-32.477100,-2.369600,12.763300,8,1,113,117095445737504768
21436,-29.884399,-9.785000,24.840500,8,1,113,130607275411767296
21437,-31.551201,-5.017950,18.153099,8,1,113,864726106668793856
21438,-29.195000,-11.757000,21.857300,8,1,113,864694564428972032
21439,-31.358200,-5.569750,59.354698,8,1,113,711570871428317184
21440,-29.120899,-11.968900,37.480701,8,1,113,941258300714909696
21441,-29.481800,-10.936700,13.060100,8,1,113,941258369434386432
21442,-29.751900,-10.164100,32.292599,8,1,113,837676127760678912
21443,-28.749399,-13.031300,57.365299,8,1,113,418846241498071040
21444,-30.666401,-7.548440,17.184099,8,1,113,788134057958440960
21445,-29.046400,-12.181800,17.355101,8,1,113,887209882506231808
21446,-33.721901,1.190660,4.186110,8,1,113,27026339408117760
21447,-30.557501,-7.859990,46.978100,8,1,113,328764078468104192
21448,-32.107101,-3.427900,48.329300,8,1,113,873703412951154688
21449,-30.402000,-8.304660,-0.409374,8,1,113,355791654826803200
21450,-29.298300,-11.461500,5.763150,8,1,113,616993492547141632
21451,-30.667299,-7.545770,25.117399,8,1,113,864726175388270592
21452,-31.678699,-4.653080,8.621240,8,1,113,54045738149085184
21453,-28.815399,-12.842500,41.453201,8,1,113,734087014139297792
21454,-30.614300,-7.697590,2.234380,8,1,113,229685092824383488
21455,-29.838499,-9.916260,36.043301,8,1,113,864702398449319936
21456,-33.165401,-0.401160,33.232899,8,1,113,324275872003522560
21457,-33.304798,-0.002312,70.182999,8,1,113,743096274978340864
21458,-31.217400,-5.972610,5.279340,8,1,113,409831551820365824
21459,-29.970600,-9.538670,24.201599,8,1,113,914235466000105472
21460,-31.739700,-4.478640,13.845600,8,1,113,860193438702764032
21461,-28.600901,-13.456100,11.329000,8,1,113,63057472889290752
21462,-30.445499,-8.180380,2.697330,8,1,113,711575750511165440
21463,-30.718100,-7.400650,21.580700,8,1,113,445860967314620416
21464,-28.683399,-13.220100,66.814400,8,1,113,22526656790921216
21465,-30.488001,-8.058860,8.049140,8,1,113,878207287456432128
21466,-29.382500,-11.220600,24.959999,8,1,113,220695966792024064
21467,-29.327801,-11.376900,1.033180,8,1,113,864700405584494592
21468,-30.290800,-8.622700,5.553120,8,1,113,549441147404025856
21469,-31.944500,-3.893060,6.814720,8,1,113,117118398042734592
21470,-31.089600,-6.338220,12.779900,8,1,113,459368398942371840
21471,-31.225300,-5.950070,67.884102,8,1,113,4509165904986112
21472,-31.084000,-6.353980,63.185398,8,1,113,445860692436713472
21473,-29.052500,-12.164600,21.088600,8,1,113,855687021576847360
21474,-31.023300,-6.527760,51.308800,8,1,113,954779270079578112
21475,-32.027901,-3.654400,34.546299,8,1,113,968275844030005248
21476,-30.180201,-8.939090,26.179800,8,1,113,94575798333210624
21477,-30.406200,-8.292630,61.656502,8,1,113,364803527005962240
21478,-32.088501,-3.481130,51.674500,8,1,113,864692365405716480
21479,-29.786699,-10.064500,5.159370,8,1,113,324276078161952768
21480,-33.221199,-0.241394,3.978130,8,1,113,396320546779824128
21481,-32.721500,-1.670520,3.722020,8,1,113,864703360521994240
21482,-32.420700,-2.531090,20.218901,8,1,113,292742909311057920
21483,-30.299801,-8.596900,28.466101,8,1,113,27022422397943808
21484,-29.601400,-10.594600,29.507099,8,1,113,927744409456345088
21486,-31.992500,-3.755620,20.757900,8,1,113,301741449911730176
21487,-30.740900,-7.335370,11.901800,8,1,113,4549710396260352
21488,-31.852200,-4.156820,47.124001,8,1,113,851183078352093184
21489,-28.749399,-13.031300,51.395302,8,1,113,328765177979731968
21490,-31.203300,-6.012980,66.612000,8,1,113,454872152299012096
21491,-31.930000,-3.934390,18.426300,8,1,113,774620853894643712
21492,-30.068899,-9.257480,2.009380,8,1,113,495400288337788928
21493,-30.797800,-7.172570,30.645000,8,1,113,27039464828174336
21494,-29.706499,-10.293800,34.178398,8,1,113,558450957998882816
21495,-29.025499,-12.241800,34.508400,8,1,113,220677206391656449
21496,-31.315599,-5.691620,5.360520,8,1,113,950267217956569088
21497,-32.512199,-2.269330,23.990999,8,1,113,427842514356011008
21498,-32.343601,-2.751440,33.077702,8,1,113,144117318379634688
21499,-29.179199,-11.802000,43.793400,8,1,113,130605076388511744
21500,-28.975401,-12.384900,11.512100,8,1,113,4513289073590272
21501,-28.468901,-13.833700,3.246880,8,1,113,824161686746300416
21502,-29.157101,-11.865400,27.925699,8,1,113,734094023525924864
21503,-28.519300,-13.689600,7.184380,8,1,113,153148294573326336
21504,-28.831900,-12.795400,6.365080,8,1,113,495400219618312192
21505,-29.580799,-10.653300,43.736000,8,1,113,589973131733499904
21506,-30.048599,-9.315420,21.802799,8,1,113,220697135023128576
21507,-29.546600,-10.751300,15.864900,8,1,113,671055998248550400
21508,-28.928699,-12.518500,66.287697,8,1,113,27028057395036160
21509,-31.975500,-3.804180,37.000702,8,1,113,851182940913139712
21510,-33.403900,0.281218,27.740499,8,1,113,878207424895385600
21511,-28.666901,-13.267300,5.778130,8,1,113,941255345777410048
21512,-32.016899,-3.686020,10.644600,8,1,113,589973200452976640
21513,-28.495800,-13.756700,3.100760,8,1,113,180151063200923648
21514,-31.738100,-4.483310,9.752780,8,1,113,301752307589054464
21515,-30.657400,-7.574220,51.773300,8,1,113,639516919522656256
21516,-28.584400,-13.503300,16.757999,8,1,113,594477624714067968
21517,-32.000702,-3.732160,1.211820,8,1,113,229687016969732096
21518,-29.690001,-10.341000,25.411800,8,1,113,711570665269886976
21519,-29.525000,-10.813000,35.290600,8,1,113,662030450893520896
21520,-32.251099,-3.016140,56.454102,8,1,113,238692841834938368
21521,-33.529999,0.641826,1.797790,8,1,113,662036979243810816
21522,-28.468901,-13.833700,13.946100,8,1,113,824159625161998336
21523,-33.466000,0.458609,5.834370,8,1,113,639524753543004160
21524,-31.498100,-5.169800,9.179740,8,1,113,324276009442476032
21525,-28.947399,-12.465000,25.584101,8,1,113,864703223083040768
21526,-33.534801,0.655377,4.497500,8,1,113,139618322957205504
21527,-28.802601,-12.879100,65.367996,8,1,113,112593701536006144
21528,-30.511900,-7.990380,49.932201,8,1,113,864703016924610560
21529,-31.023701,-6.526670,7.803120,8,1,113,495407160285462528
21530,-28.567900,-13.550500,32.094799,8,1,113,914238283498651648
21531,-28.930201,-12.514400,61.064499,8,1,113,824171719789903872
21532,-32.440498,-2.474400,0.771873,8,1,113,4525314982019072
21533,-32.195000,-3.176600,37.726200,8,1,113,364798304325730304
21534,-28.749399,-13.031300,37.805901,8,1,113,657526026632429568
21535,-28.732901,-13.078500,42.496300,8,1,113,364816308828635136
21536,-29.261000,-11.568200,12.930700,8,1,113,4506485845393408
21537,-31.293501,-5.754900,11.697500,8,1,113,4513151634636800
21538,-30.016800,-9.406450,16.527700,8,1,113,409829009199726592
21539,-28.600901,-13.456100,31.968700,8,1,113,418860191551848448
21540,-33.144501,-0.460708,42.606201,8,1,113,680051927509106688
21541,-33.342701,0.106210,27.966000,8,1,113,589973337891930112
21542,-33.855400,1.572320,18.241899,8,1,113,225195443250790400
21543,-26.325399,-17.721901,63.603001,8,1,114,22528443497316352
21544,-29.856800,-13.768300,0.321877,8,1,114,4514800902078464
21545,-30.413401,-13.145100,69.761200,8,1,114,27028057395036160
21546,-24.267000,-20.026501,44.801701,8,1,114,639517056961609728
21547,-27.417999,-16.498800,54.954601,8,1,114,130608031326011392
21548,-30.006001,-13.601200,53.516300,8,1,114,328765177979731968
21549,-26.522800,-17.500900,-0.503052,8,1,114,495407229004939264
21550,-28.174000,-15.652300,0.447296,8,1,114,220680711068188672
21551,-27.056299,-16.903601,36.570702,8,1,114,662040277778694144
21552,-28.462601,-15.329200,14.952900,8,1,114,747602279787397120
21553,-22.800800,-21.667900,26.590599,8,1,114,432354291601113088
21554,-24.842300,-19.382401,6.826530,8,1,114,662037047963287552
21555,-22.506701,-21.997200,50.845402,8,1,114,135108332418498560
21556,-30.928400,-12.568500,29.775400,8,1,114,734094023525924864
21557,-27.476801,-16.432800,50.005699,8,1,114,180159584416038912
21558,-21.414900,-23.219601,38.996300,8,1,114,968287320182620160
21559,-22.291300,-22.238300,29.287701,8,1,114,432354360320589824
21560,-28.860800,-14.883300,32.416500,8,1,114,229684062032232448
21561,-30.705700,-12.817900,21.808300,8,1,114,855687021576847360
21562,-29.668600,-13.979000,11.774900,8,1,114,63057472889290752
21563,-31.957600,-11.416300,4.934380,8,1,114,211689179854143488
21564,-28.248699,-15.568700,38.504101,8,1,114,180159515696562176
21565,-31.324699,-12.124900,6.423290,8,1,114,616993492547141632
21566,-23.705000,-20.655600,4.829980,8,1,114,864701986132459520
21567,-30.017401,-13.588500,59.694698,8,1,114,418846241498071040
21568,-23.495399,-20.890301,37.580502,8,1,114,126101957797478400
21569,-24.505199,-19.759800,2.033410,8,1,114,517918561352548352
21570,-26.014500,-18.070000,54.244801,8,1,114,675544548310515712
21571,-30.152201,-13.437600,68.404602,8,1,114,112593701536006144
21572,-30.880199,-12.622600,55.612202,8,1,114,662030657051951104
21573,-25.891500,-18.207701,25.835199,8,1,114,247700384687063040
21574,-21.440901,-23.190500,64.854103,8,1,114,873721623612489728
21575,-29.141199,-14.569500,15.895200,8,1,114,432347282214486016
21576,-23.206301,-21.214001,37.717800,8,1,114,364816240109158400
21577,-28.555099,-15.225700,41.546200,8,1,114,139612756679589888
21578,-23.501801,-20.883101,10.616200,8,1,114,671036756795064320
21579,-31.768900,-11.627600,17.237499,8,1,114,671055998248550400
21580,-30.694099,-12.830900,66.883598,8,1,114,657535303761788928
21581,-29.370600,-14.312600,14.330500,8,1,114,824159625161998336
21582,-24.710100,-19.530399,53.748600,8,1,114,657540457722544128
21583,-27.681299,-16.203899,57.650299,8,1,114,364832938942005248
21584,-25.271601,-18.901800,49.650101,8,1,114,238693116712845312
21585,-28.671301,-15.095600,1.889980,8,1,114,589971757343965184
21586,-29.658300,-13.990600,33.007198,8,1,114,418860191551848448
21587,-30.431400,-13.125000,26.988899,8,1,114,864703223083040768
21588,-28.306499,-15.503900,6.115620,8,1,114,306254532826890240
21589,-31.768600,-11.627900,38.736500,8,1,114,662030450893520896
21590,-29.610901,-14.043600,20.485800,8,1,114,4525933457309696
21591,-23.148100,-21.279100,21.036100,8,1,114,711575887950118912
21592,-31.954901,-11.419400,5.215630,8,1,114,324276078161952768
21593,-31.110300,-12.365000,13.776400,8,1,114,4506485845393408
21594,-30.147699,-13.442600,43.505699,8,1,114,734087014139297792
21595,-21.041201,-23.638000,28.655199,8,1,114,968275156835237888
21596,-29.662300,-13.986100,17.595699,8,1,114,594477624714067968
21597,-30.279400,-13.295200,41.442001,8,1,114,135109294491172864
21598,-25.252701,-18.922800,-0.071877,8,1,114,67555437519568896
21599,-31.803400,-11.589000,24.908600,8,1,114,589974506123034624
21600,-23.898199,-20.439301,14.882900,8,1,114,589974918439895040
21601,-25.464300,-18.686001,32.380600,8,1,114,220690400514408448
21602,-27.789499,-16.082800,24.527399,8,1,114,4507241759637504
21603,-29.608801,-14.046000,33.682999,8,1,114,914238283498651648
21604,-23.661301,-20.704500,27.145500,8,1,114,364807031699275776
21605,-31.921101,-11.457200,32.369099,8,1,114,927744409456345088
21606,-29.770599,-13.864800,5.778130,8,1,114,941255345777410048
21607,-24.835199,-19.390301,21.747999,8,1,114,405324516219158528
21608,-31.305000,-12.147000,1.207080,8,1,114,864700405584494592
21609,-29.422800,-14.254200,3.303120,8,1,114,824161686746300416
21610,-25.914600,-18.181801,29.492001,8,1,114,337770727967031296
21611,-29.891500,-13.729400,69.538597,8,1,114,22526656790921216
21612,-27.834900,-16.031900,46.946098,8,1,114,837675028249051136
21613,-27.225800,-16.713900,11.008700,8,1,114,684549411103047680
21614,-30.723301,-12.798300,18.440901,8,1,114,887209882506231808
21615,-31.023300,-12.462400,23.314199,8,1,114,864694564428972032
21616,-25.684299,-18.439699,34.316502,8,1,114,216184808022212608
21617,-30.990900,-12.498600,46.323898,8,1,114,130605076388511744
21618,-22.406799,-22.109100,26.428900,8,1,114,153136199945420800
21619,-25.594299,-18.540400,5.440620,8,1,114,562952702200381440
21620,-26.604601,-17.409401,4.730780,8,1,114,499903269489868800
21621,-30.181900,-13.404400,6.497780,8,1,114,495400219618312192
21622,-25.478800,-18.669800,16.804001,8,1,114,4532805404983296
21623,-24.944700,-19.267700,35.499401,8,1,114,860191170960031744
21624,-28.693501,-15.070700,38.484001,8,1,114,752104573744709632
21625,-21.307600,-23.339600,31.246000,8,1,114,738593706143121408
21626,-30.769800,-12.746200,33.338902,8,1,114,220677206391656449
21627,-28.510500,-15.275600,16.233400,8,1,114,968283609330876416
21628,-25.931900,-18.162500,48.290501,8,1,114,49541726204854272
21629,-25.364201,-18.798000,70.813004,8,1,114,851181978840465408
21630,-22.340200,-22.183599,38.708199,8,1,114,585473036799442944
21631,-28.220100,-15.600700,22.093000,8,1,114,27027782517129216
21632,-26.738300,-17.259600,44.794800,8,1,114,734094092245401600
21633,-26.578199,-17.438900,1.031980,8,1,114,914236290633826304
21634,-21.940500,-22.631100,35.522301,8,1,114,788132133813092352
21635,-31.702200,-11.702200,13.579200,8,1,114,941258369434386432
21636,-23.276699,-21.135201,2.059450,8,1,114,517920141900513280
21637,-26.887899,-17.092100,5.726720,8,1,114,4519061509636096
21638,-31.906900,-11.473100,47.690399,8,1,114,589973131733499904
21639,-21.574100,-23.041300,4.484380,8,1,114,468377247464554496
21640,-26.377701,-17.663401,55.854698,8,1,114,837672760506318848
21641,-27.990900,-15.857300,53.422298,8,1,114,130605007669035008
21642,-30.943701,-12.551500,31.305401,8,1,114,180151956554121216
21643,-25.056900,-19.142099,12.842500,8,1,114,864712981248737280
21644,-24.304300,-19.984699,64.404503,8,1,114,734093886086971392
21645,-25.020901,-19.182400,10.950200,8,1,114,540432230162366464
21646,-28.269800,-15.545100,5.357010,8,1,114,468380889596821504
21647,-31.145599,-12.325400,37.859100,8,1,114,900720887546773504
21648,-27.015400,-16.949499,1.400600,8,1,114,702564015770959872
21649,-28.640800,-15.129700,17.148600,8,1,114,738590613766668288
21650,-26.975599,-16.993900,9.527780,8,1,114,932254331275575296
21651,-29.471500,-14.199700,2.826330,8,1,114,180151063200923648
21652,-30.008801,-13.598200,39.615200,8,1,114,657526026632429568
21653,-25.966200,-18.124100,27.624701,8,1,114,103588151548706816
21654,-22.207001,-22.332800,1.151370,8,1,114,535935502482669568
21656,-31.478901,-11.952200,27.012501,8,1,114,220695966792024064
21657,-26.256201,-17.799400,37.285500,8,1,114,562953114517241856
21658,-21.640699,-22.966700,0.372811,8,1,114,864703566680424448
21659,-30.861401,-12.643600,39.330502,8,1,114,941258300714909696
21660,-21.966700,-22.601700,29.051300,8,1,114,99080566191685632
21661,-26.491600,-17.535900,10.168400,8,1,114,535934815287902208
21662,-25.174601,-19.010401,17.550800,8,1,114,968286495565680641
21663,-25.552000,-18.587799,30.445200,8,1,114,864700474303971328
21664,-21.840599,-22.743000,31.408600,8,1,114,558448552817197056
21665,-27.091299,-16.864401,11.844900,8,1,114,112598443179900928
21666,-28.771799,-14.983100,7.650210,8,1,114,873707673558712320
21667,-24.749500,-19.486300,0.265625,8,1,114,743097992965259264
21668,-26.284800,-17.767401,1.983940,8,1,114,517914369464467456
21669,-28.564600,-15.215100,0.659374,8,1,114,27033211355791360
21670,-28.996300,-14.731700,3.409130,8,1,114,927744478175821824
21671,-28.761000,-14.995100,5.477660,8,1,114,216184876741689344
21672,-31.900400,-11.480300,66.241402,8,1,114,364803664444915712
21673,-29.935301,-13.680500,44.794201,8,1,114,364816308828635136
21674,-26.673901,-17.331699,36.104198,8,1,114,90072817181130752
21675,-28.102501,-15.732400,0.008305,8,1,114,481886603237654528
21676,-27.454300,-16.458000,65.043297,8,1,114,914231823867838464
21677,-27.906900,-15.951300,14.280100,8,1,114,635008853129297920
21678,-23.303200,-21.105400,8.458020,8,1,114,220700777155395584
21679,-24.342501,-19.941900,3.815690,8,1,114,562950846774509568
21680,-24.192900,-20.109400,0.296830,8,1,114,153123418122747904
21681,-24.646999,-19.601000,38.763699,8,1,114,391815091726581760
21682,-30.570601,-12.969200,12.125700,8,1,114,4513289073590272
21683,-25.467300,-18.682699,51.300900,8,1,114,130610711385604096
21684,-28.858400,-14.886100,59.760399,8,1,114,369297162309206016
21685,-27.908899,-15.949200,3.982780,8,1,114,752104505025232896
21686,-20.731400,-24.909100,26.587099,8,1,115,166635522674917376
21687,-20.923700,-24.816500,59.289799,8,1,115,324263983534047232
21688,-10.258500,-29.955799,42.281799,8,1,115,639533412197072896
21689,-16.254801,-27.066299,38.541599,8,1,115,211669800961703936
21690,-12.818400,-28.722300,19.706200,8,1,115,558449583609348096
21691,-18.087601,-26.183100,0.756606,8,1,115,589974987159371776
21692,-15.621600,-27.371500,2.965630,8,1,115,355791723546279936
21693,-14.289400,-28.013399,50.023201,8,1,115,153128984400363520
21694,-11.069300,-29.565201,45.527100,8,1,115,779124934558351360
21695,-21.330099,-24.620701,69.209099,8,1,115,225185066609803264
21696,-15.258300,-27.546499,1.322410,8,1,115,292751567965126656
21697,-14.043900,-28.131800,4.334570,8,1,115,711575681791688704
21698,-22.878000,-23.874701,32.411999,8,1,115,558448552817197056
21699,-10.844100,-29.673700,68.091499,8,1,115,680044711964049408
21700,-16.461100,-26.966999,32.521400,8,1,115,153125823304433664
21701,-14.267400,-28.024099,26.910900,8,1,115,454872358457442304
21702,-17.220600,-26.601000,22.133801,8,1,115,63064550995394560
21703,-21.738400,-24.423901,29.782700,8,1,115,968275156835237888
21704,-12.330500,-28.957399,56.288101,8,1,115,810653155606921216
21705,-13.630400,-28.330999,13.627200,8,1,115,112598374460424192
21706,-18.705099,-25.885599,52.868500,8,1,115,112591227634843648
21707,-16.102800,-27.139601,17.707001,8,1,115,364798510484160512
21708,-20.986601,-24.786200,17.602100,8,1,115,297237919003836416
21709,-10.799000,-29.695400,32.617500,8,1,115,306250547097239552
21710,-20.483200,-25.028700,44.975201,8,1,115,396318622634475520
21711,-10.303600,-29.934099,2.327940,8,1,115,936750577918935040
21712,-17.658400,-26.389999,35.044701,8,1,115,662037116682764288
21713,-11.834600,-29.196400,58.938599,8,1,115,4531018698588160
21714,-12.892300,-28.686701,8.848880,8,1,115,864703704119377920
21715,-12.105300,-29.065901,42.122700,8,1,115,229684474349092864
21716,-20.808800,-24.871901,9.151190,8,1,115,873699152343597056
21717,-12.281400,-28.981100,33.302200,8,1,115,364791707255963648
21718,-17.782400,-26.330200,47.314499,8,1,115,301742274545451008
21719,-12.105300,-29.065901,6.156020,8,1,115,950261376801046528
21720,-14.754500,-27.789301,39.874699,8,1,115,153135100433793024
21721,-16.098499,-27.141701,30.829000,8,1,115,648522881826816000
21722,-25.144899,-22.782400,9.423160,8,1,115,220700777155395584
21723,-10.393700,-29.890699,29.969999,8,1,115,864703085644087296
21724,-20.557199,-24.993099,31.673000,8,1,115,153123555561701376
21725,-16.873501,-26.768200,30.687099,8,1,115,22518547909447681
21726,-19.335300,-25.581900,51.644901,8,1,115,90076528032874496
21727,-12.690800,-28.783800,14.163100,8,1,115,495396989802905600
21728,-22.637400,-23.990700,0.434376,8,1,115,864703566680424448
21729,-11.034900,-29.581699,33.124199,8,1,115,954779201360101376
21730,-23.736300,-23.461201,27.911200,8,1,115,153136199945420800
21731,-18.699200,-25.888399,33.629700,8,1,115,815153869016268800
21732,-10.979200,-29.608601,5.879670,8,1,115,274719989586460672
21733,-15.820600,-27.275600,24.095501,8,1,115,9011597301252096
